time_s,Vibration [a.u.],RPM [rpm]
3.4768,1.127067284,2164.56
3.477,1.255234513,2164.65
3.4772,1.175978912,2164.74
3.4774,1.316874502,2164.83
3.4776,1.292293162,2164.92
3.4778,1.330648209,2165.01
3.478,1.274595621,2165.1
3.4782,1.297388011,2165.19
3.4784,1.207624756,2165.28
3.4786,1.296821918,2165.37
3.4788,1.258232945,2165.46
3.479,1.187004338,2165.55
3.4792,1.108049846,2165.64
3.4794,1.200104381,2165.73
3.4796,1.098403133,2165.82
3.4798,1.019856899,2165.91
3.48,0.999529369,2166
3.4802,0.9512685369,2166.09
3.4804,0.9052862862,2166.18
3.4806,0.8746268565,2166.27
3.4808,0.8817243964,2166.36
3.481,0.7154353239,2166.45
3.4812,0.7627149185,2166.54
3.4814,0.6924754487,2166.63
3.4816,0.6314925321,2166.72
3.4818,0.6167251102,2166.81
3.482,0.5975462844,2166.9
3.4822,0.5771055763,2166.99
3.4824,0.5772010612,2167.08
3.4826,0.6053386425,2167.17
3.4828,0.5373700737,2167.26
3.483,0.4223097628,2167.35
3.4832,0.4571857508,2167.44
3.4834,0.490334014,2167.53
3.4836,0.4539828553,2167.62
3.4838,0.4494629677,2167.71
3.484,0.3797503321,2167.8
3.4842,0.3478681864,2167.89
3.4844,0.3562300756,2167.98
3.4846,0.4087287246,2168.07
3.4848,0.4035007193,2168.16
3.485,0.3989722568,2168.25
3.4852,0.3372952352,2168.34
3.4854,0.3824780653,2168.43
3.4856,0.3108174123,2168.52
3.4858,0.3456155525,2168.61
3.486,0.2691905459,2168.7
3.4862,0.2430629013,2168.79
3.4864,0.201833464,2168.88
3.4866,0.1299337061,2168.97
3.4868,0.1928041256,2169.06
3.487,0.06847687938,2169.15
3.4872,0.08082183662,2169.24
3.4874,0.08017321591,2169.33
3.4876,0.03954090396,2169.42
3.4878,-0.0705270916,2169.51
3.488,-0.003206442831,2169.6
3.4882,-0.02093565683,2169.69
3.4884,-0.09059061068,2169.78
3.4886,-0.1293870026,2169.87
3.4888,-0.09943244416,2169.96
3.489,-0.1571719658,2170.05
3.4892,-0.1807842654,2170.14
3.4894,-0.2447635681,2170.23
3.4896,-0.218792263,2170.32
3.4898,-0.2668645583,2170.41
3.49,-0.3707848738,2170.5
3.4902,-0.3084361361,2170.59
3.4904,-0.3627901949,2170.68
3.4906,-0.3578802733,2170.77
3.4908,-0.2876423266,2170.86
3.491,-0.3581864257,2170.95
3.4912,-0.3428890297,2171.04
3.4914,-0.3744635343,2171.13
3.4916,-0.3336562329,2171.22
3.4918,-0.3871500051,2171.31
3.492,-0.4572826027,2171.4
3.4922,-0.4605268536,2171.49
3.4924,-0.4642738575,2171.58
3.4926,-0.481697381,2171.67
3.4928,-0.4798872766,2171.76
3.493,-0.5319866661,2171.85
3.4932,-0.5286862498,2171.94
3.4934,-0.5300109206,2172.03
3.4936,-0.6499446944,2172.12
3.4938,-0.6562538455,2172.21
3.494,-0.691979457,2172.3
3.4942,-0.5912467566,2172.39
3.4944,-0.6748275922,2172.48
3.4946,-0.7259091698,2172.57
3.4948,-0.7554747821,2172.66
3.495,-0.8202933693,2172.75
3.4952,-0.8159047986,2172.84
3.4954,-0.9382831153,2172.93
3.4956,-0.9510584539,2173.02
3.4958,-0.976483293,2173.11
3.496,-1.012868869,2173.2
3.4962,-1.113532216,2173.29
3.4964,-1.107475142,2173.38
3.4966,-1.174618966,2173.47
3.4968,-1.184616561,2173.56
3.497,-1.299384368,2173.65
3.4972,-1.292334319,2173.74
3.4974,-1.343191615,2173.83
3.4976,-1.232666799,2173.92
3.4978,-1.305398205,2174.01
3.498,-1.275431438,2174.1
3.4982,-1.291588386,2174.19
3.4984,-1.267117856,2174.28
3.4986,-1.284169399,2174.37
3.4988,-1.280484464,2174.46
3.499,-1.222013478,2174.55
3.4992,-1.14357236,2174.64
3.4994,-1.009730647,2174.73
3.4996,-0.9950924713,2174.82
3.4998,-0.9826071283,2174.91
3.5,-0.8787403291,2175
3.5002,-0.7159888064,2175.09
3.5004,-0.7122006262,2175.18
3.5006,-0.5746948877,2175.27
3.5008,-0.5081767114,2175.36
3.501,-0.4547839619,2175.45
3.5012,-0.2412837814,2175.54
3.5014,-0.2093913206,2175.63
3.5016,-0.06157524467,2175.72
3.5018,0.07172564792,2175.81
3.502,0.09564544007,2175.9
3.5022,0.3170909139,2175.99
3.5024,0.3488246486,2176.08
3.5026,0.4748466593,2176.17
3.5028,0.6151042932,2176.26
3.503,0.6804991534,2176.35
3.5032,0.8527683339,2176.44
3.5034,0.8420200938,2176.53
3.5036,0.9117214099,2176.62
3.5038,0.9879798715,2176.71
3.504,1.098755413,2176.8
3.5042,1.177151211,2176.89
3.5044,1.208544508,2176.98
3.5046,1.220529225,2177.07
3.5048,1.267245084,2177.16
3.505,1.274136256,2177.25
3.5052,1.351414109,2177.34
3.5054,1.334680183,2177.43
3.5056,1.307857532,2177.52
3.5058,1.314505725,2177.61
3.506,1.326167674,2177.7
3.5062,1.279945105,2177.79
3.5064,1.195903768,2177.88
3.5066,1.23118025,2177.97
3.5068,1.142093714,2178.06
3.507,1.063533169,2178.15
3.5072,1.137281845,2178.24
3.5074,1.13607978,2178.33
3.5076,1.006276867,2178.42
3.5078,0.9350925139,2178.51
3.508,0.9476796958,2178.6
3.5082,0.8303464522,2178.69
3.5084,0.9472938597,2178.78
3.5086,0.8124468465,2178.87
3.5088,0.7673754594,2178.96
3.509,0.7586923017,2179.05
3.5092,0.6747490213,2179.14
3.5094,0.6270219077,2179.23
3.5096,0.7082499246,2179.32
3.5098,0.5552031165,2179.41
3.51,0.5934364648,2179.5
3.5102,0.55022033,2179.59
3.5104,0.4905998836,2179.68
3.5106,0.441463743,2179.77
3.5108,0.5145447115,2179.86
3.511,0.5361870684,2179.95
3.5112,0.4426904328,2180.04
3.5114,0.4059331692,2180.13
3.5116,0.3921547884,2180.22
3.5118,0.4178351156,2180.31
3.512,0.3618388959,2180.4
3.5122,0.3410861743,2180.49
3.5124,0.3500494937,2180.58
3.5126,0.3941225021,2180.67
3.5128,0.3252628842,2180.76
3.513,0.3591046017,2180.85
3.5132,0.3456676816,2180.94
3.5134,0.325790557,2181.03
3.5136,0.2797195523,2181.12
3.5138,0.255476412,2181.21
3.514,0.2497026249,2181.3
3.5142,0.1663263334,2181.39
3.5144,0.2020351624,2181.48
3.5146,0.1623636579,2181.57
3.5148,0.03202872532,2181.66
3.515,0.07666979288,2181.75
3.5152,0.06852819715,2181.84
3.5154,0.006412209057,2181.93
3.5156,0.006351228599,2182.02
3.5158,-0.0821125108,2182.11
3.516,-0.06617171492,2182.2
3.5162,-0.02856573098,2182.29
3.5164,-0.06716082838,2182.38
3.5166,-0.101933253,2182.47
3.5168,-0.1956977337,2182.56
3.517,-0.2307172471,2182.65
3.5172,-0.225756751,2182.74
3.5174,-0.2537034607,2182.83
3.5176,-0.2313141364,2182.92
3.5178,-0.2609999317,2183.01
3.518,-0.4092371777,2183.1
3.5182,-0.375471287,2183.19
3.5184,-0.36666194,2183.28
3.5186,-0.3328325928,2183.37
3.5188,-0.3774271071,2183.46
3.519,-0.4113755442,2183.55
3.5192,-0.3963944877,2183.64
3.5194,-0.427764123,2183.73
3.5196,-0.3838743943,2183.82
3.5198,-0.4058634196,2183.91
3.52,-0.4863018736,2184
3.5202,-0.3927628636,2184.09
3.5204,-0.479982782,2184.18
3.5206,-0.4996036683,2184.27
3.5208,-0.5384311158,2184.36
3.521,-0.4730542108,2184.45
3.5212,-0.5835548533,2184.54
3.5214,-0.6248417095,2184.63
3.5216,-0.690264739,2184.72
3.5218,-0.7238535411,2184.81
3.522,-0.684095899,2184.9
3.5222,-0.7728671037,2184.99
3.5224,-0.7738119893,2185.08
3.5226,-0.8852590965,2185.17
3.5228,-0.9114968138,2185.26
3.523,-0.9161087915,2185.35
3.5232,-1.045210318,2185.44
3.5234,-1.009637725,2185.53
3.5236,-1.073031313,2185.62
3.5238,-1.130330797,2185.71
3.524,-1.149119902,2185.8
3.5242,-1.236115641,2185.89
3.5244,-1.157276474,2185.98
3.5246,-1.254430969,2186.07
3.5248,-1.287715934,2186.16
3.525,-1.22531817,2186.25
3.5252,-1.250946764,2186.34
3.5254,-1.330063828,2186.43
3.5256,-1.284508906,2186.52
3.5258,-1.339906068,2186.61
3.526,-1.255199377,2186.7
3.5262,-1.219211627,2186.79
3.5264,-1.185050472,2186.88
3.5266,-1.245719743,2186.97
3.5268,-1.138406374,2187.06
3.527,-0.9942506896,2187.15
3.5272,-1.016969535,2187.24
3.5274,-0.9292779984,2187.33
3.5276,-0.9280321632,2187.42
3.5278,-0.7382082339,2187.51
3.528,-0.6745050086,2187.6
3.5282,-0.5337651101,2187.69
3.5284,-0.4923712078,2187.78
3.5286,-0.3679821566,2187.87
3.5288,-0.2703751932,2187.96
3.529,-0.1982707318,2188.05
3.5292,-0.00540766156,2188.14
3.5294,0.08412510092,2188.23
3.5296,0.2920743481,2188.32
3.5298,0.356169203,2188.41
3.53,0.4666108276,2188.5
3.5302,0.6019696638,2188.59
3.5304,0.6209122181,2188.68
3.5306,0.743091724,2188.77
3.5308,0.8788020679,2188.86
3.531,0.9525714523,2188.95
3.5312,1.092701895,2189.04
3.5314,1.014153961,2189.13
3.5316,1.198536101,2189.22
3.5318,1.16288091,2189.31
3.532,1.280361969,2189.4
3.5322,1.163225052,2189.49
3.5324,1.35235789,2189.58
3.5326,1.273732561,2189.67
3.5328,1.316582493,2189.76
3.533,1.227001963,2189.85
3.5332,1.37657066,2189.94
3.5334,1.282963323,2190.03
3.5336,1.336734807,2190.12
3.5338,1.276883328,2190.21
3.534,1.21677725,2190.3
3.5342,1.182085852,2190.39
3.5344,1.286555726,2190.48
3.5346,1.148115955,2190.57
3.5348,1.099988252,2190.66
3.535,1.019623955,2190.75
3.5352,1.029779911,2190.84
3.5354,0.9343255612,2190.93
3.5356,0.919924412,2191.02
3.5358,0.8374618048,2191.11
3.536,0.7570622334,2191.2
3.5362,0.8277387711,2191.29
3.5364,0.7290057024,2191.38
3.5366,0.725142089,2191.47
3.5368,0.7601873908,2191.56
3.537,0.5415825805,2191.65
3.5372,0.6298868637,2191.74
3.5374,0.5721251027,2191.83
3.5376,0.5477065441,2191.92
3.5378,0.537729793,2192.01
3.538,0.4963170032,2192.1
3.5382,0.4956516232,2192.19
3.5384,0.4879959982,2192.28
3.5386,0.4630892926,2192.37
3.5388,0.4822900649,2192.46
3.539,0.3801625828,2192.55
3.5392,0.3854133401,2192.64
3.5394,0.4080183975,2192.73
3.5396,0.3574263504,2192.82
3.5398,0.3284713961,2192.91
3.54,0.3066380796,2193
3.5402,0.306471071,2193.09
3.5404,0.3031972993,2193.18
3.5406,0.2726850756,2193.27
3.5408,0.2839567775,2193.36
3.541,0.2990205192,2193.45
3.5412,0.2825816036,2193.54
3.5414,0.212023341,2193.63
3.5416,0.1628581533,2193.72
3.5418,0.174486714,2193.81
3.542,0.1677248108,2193.9
3.5422,0.0699284671,2193.99
3.5424,0.1200370553,2194.08
3.5426,0.02615948225,2194.17
3.5428,-0.002833714685,2194.26
3.543,-0.1265746069,2194.35
3.5432,-0.02924036453,2194.44
3.5434,-0.1031276551,2194.53
3.5436,-0.0910240734,2194.62
3.5438,-0.126179166,2194.71
3.544,-0.2095419633,2194.8
3.5442,-0.1777231902,2194.89
3.5444,-0.27400452,2194.98
3.5446,-0.2600651129,2195.07
3.5448,-0.3012397431,2195.16
3.545,-0.3021778167,2195.25
3.5452,-0.3790264671,2195.34
3.5454,-0.2203801418,2195.43
3.5456,-0.3424539106,2195.52
3.5458,-0.3335577684,2195.61
3.546,-0.3708494589,2195.7
3.5462,-0.349859401,2195.79
3.5464,-0.4174113699,2195.88
3.5466,-0.4793921581,2195.97
3.5468,-0.4165437827,2196.06
3.547,-0.4302182238,2196.15
3.5472,-0.4815363338,2196.24
3.5474,-0.4329673389,2196.33
3.5476,-0.4395013502,2196.42
3.5478,-0.4643597197,2196.51
3.548,-0.5364846581,2196.6
3.5482,-0.570267539,2196.69
3.5484,-0.564299922,2196.78
3.5486,-0.5772701869,2196.87
3.5488,-0.6785073218,2196.96
3.549,-0.6576118665,2197.05
3.5492,-0.6929374177,2197.14
3.5494,-0.7767462286,2197.23
3.5496,-0.7232285667,2197.32
3.5498,-0.7715895877,2197.41
3.55,-0.8668994612,2197.5
3.5502,-0.8760147956,2197.59
3.5504,-0.9335573419,2197.68
3.5506,-0.9653904041,2197.77
3.5508,-1.031053986,2197.86
3.551,-1.095961688,2197.95
3.5512,-1.144934121,2198.04
3.5514,-1.181070521,2198.13
3.5516,-1.204459239,2198.22
3.5518,-1.193597412,2198.31
3.552,-1.300482601,2198.4
3.5522,-1.284021568,2198.49
3.5524,-1.244337062,2198.58
3.5526,-1.374902308,2198.67
3.5528,-1.331963079,2198.76
3.553,-1.343043732,2198.85
3.5532,-1.288204062,2198.94
3.5534,-1.328754277,2199.03
3.5536,-1.228460873,2199.12
3.5538,-1.206960993,2199.21
3.554,-1.161416922,2199.3
3.5542,-1.150399849,2199.39
3.5544,-1.024118611,2199.48
3.5546,-0.9220042202,2199.57
3.5548,-0.9979437346,2199.66
3.555,-0.7925814656,2199.75
3.5552,-0.7820199084,2199.84
3.5554,-0.6409176329,2199.93
3.5556,-0.5254031319,2200.02
3.5558,-0.3996637114,2200.11
3.556,-0.2812728999,2200.2
3.5562,-0.2802027941,2200.29
3.5564,-0.1125721913,2200.38
3.5566,-0.02232513454,2200.47
3.5568,0.09076158883,2200.56
3.557,0.2543903013,2200.65
3.5572,0.3826194008,2200.74
3.5574,0.4270093714,2200.83
3.5576,0.5768853574,2200.92
3.5578,0.646528565,2201.01
3.558,0.7781839927,2201.1
3.5582,0.8938155695,2201.19
3.5584,0.9344754954,2201.28
3.5586,0.9714391244,2201.37
3.5588,1.029358634,2201.46
3.559,1.152315087,2201.55
3.5592,1.161150963,2201.64
3.5594,1.197013229,2201.73
3.5596,1.226988624,2201.82
3.5598,1.279788581,2201.91
3.56,1.355812696,2202
3.5602,1.287474806,2202.09
3.5604,1.274282322,2202.18
3.5606,1.187283622,2202.27
3.5608,1.277934378,2202.36
3.561,1.221674334,2202.45
3.5612,1.244875773,2202.54
3.5614,1.239770687,2202.63
3.5616,1.11181778,2202.72
3.5618,1.180412879,2202.81
3.562,1.129421531,2202.9
3.5622,1.105451252,2202.99
3.5624,0.9547844338,2203.08
3.5626,1.050946108,2203.17
3.5628,0.9299566514,2203.26
3.563,0.8704200488,2203.35
3.5632,0.7954212389,2203.44
3.5634,0.7880428432,2203.53
3.5636,0.7936454814,2203.62
3.5638,0.6865276199,2203.71
3.564,0.6670392767,2203.8
3.5642,0.6182003523,2203.89
3.5644,0.609079589,2203.98
3.5646,0.5866311054,2204.07
3.5648,0.5504449351,2204.16
3.565,0.6056663112,2204.25
3.5652,0.5378010406,2204.34
3.5654,0.4770847465,2204.43
3.5656,0.4487258215,2204.52
3.5658,0.4556094389,2204.61
3.566,0.4580855896,2204.7
3.5662,0.4818854223,2204.79
3.5664,0.4240348955,2204.88
3.5666,0.4235601286,2204.97
3.5668,0.3765247212,2205.06
3.567,0.4081865151,2205.15
3.5672,0.3981754578,2205.24
3.5674,0.2985065419,2205.33
3.5676,0.3662201162,2205.42
3.5678,0.2383414549,2205.51
3.568,0.2726356057,2205.6
3.5682,0.2687060096,2205.69
3.5684,0.3378250601,2205.78
3.5686,0.2575583511,2205.87
3.5688,0.2021613294,2205.96
3.569,0.1869890356,2206.05
3.5692,0.1412721659,2206.14
3.5694,0.1705947783,2206.23
3.5696,0.156155538,2206.32
3.5698,0.08106248136,2206.41
3.57,0.07091262321,2206.5
3.5702,0.01470249232,2206.59
3.5704,-0.0669750834,2206.68
3.5706,-0.08064347161,2206.77
3.5708,-0.08323749263,2206.86
3.571,-0.1110548891,2206.95
3.5712,-0.2037686796,2207.04
3.5714,-0.1931656486,2207.13
3.5716,-0.1943943825,2207.22
3.5718,-0.2786739356,2207.31
3.572,-0.2392955019,2207.4
3.5722,-0.304522605,2207.49
3.5724,-0.3158194946,2207.58
3.5726,-0.2630922674,2207.67
3.5728,-0.3602090394,2207.76
3.573,-0.3493796002,2207.85
3.5732,-0.3829298844,2207.94
3.5734,-0.3914261687,2208.03
3.5736,-0.3999518398,2208.12
3.5738,-0.4158117159,2208.21
3.574,-0.4394307149,2208.3
3.5742,-0.4321010465,2208.39
3.5744,-0.4061973952,2208.48
3.5746,-0.4451523498,2208.57
3.5748,-0.4885589992,2208.66
3.575,-0.5195705943,2208.75
3.5752,-0.4845111413,2208.84
3.5754,-0.5410823297,2208.93
3.5756,-0.5728871412,2209.02
3.5758,-0.605062567,2209.11
3.576,-0.5804099342,2209.2
3.5762,-0.6768024006,2209.29
3.5764,-0.6118039693,2209.38
3.5766,-0.7162426773,2209.47
3.5768,-0.7552158438,2209.56
3.577,-0.8669463312,2209.65
3.5772,-0.867964834,2209.74
3.5774,-0.9705084315,2209.83
3.5776,-0.8420102739,2209.92
3.5778,-0.984905438,2210.01
3.578,-1.049962684,2210.1
3.5782,-1.097115962,2210.19
3.5784,-0.9945636851,2210.28
3.5786,-1.11206436,2210.37
3.5788,-1.248749428,2210.46
3.579,-1.316920976,2210.55
3.5792,-1.28830727,2210.64
3.5794,-1.276910085,2210.73
3.5796,-1.251314239,2210.82
3.5798,-1.307784089,2210.91
3.58,-1.248172722,2211
3.5802,-1.321676255,2211.09
3.5804,-1.258710282,2211.18
3.5806,-1.269323379,2211.27
3.5808,-1.327419333,2211.36
3.581,-1.174156909,2211.45
3.5812,-1.192822325,2211.54
3.5814,-1.171804569,2211.63
3.5816,-1.123471892,2211.72
3.5818,-0.9754997413,2211.81
3.582,-0.9030843367,2211.9
3.5822,-0.824717282,2211.99
3.5824,-0.7845702919,2212.08
3.5826,-0.6233171589,2212.17
3.5828,-0.53284645,2212.26
3.583,-0.4147652624,2212.35
3.5832,-0.2943528016,2212.44
3.5834,-0.1972515215,2212.53
3.5836,-0.1567877056,2212.62
3.5838,-0.0208764366,2212.71
3.584,0.2245730454,2212.8
3.5842,0.2506315749,2212.89
3.5844,0.3395069845,2212.98
3.5846,0.4126038711,2213.07
3.5848,0.5658024069,2213.16
3.585,0.7196792873,2213.25
3.5852,0.7494042755,2213.34
3.5854,0.8663162669,2213.43
3.5856,0.9815748068,2213.52
3.5858,1.05905382,2213.61
3.586,1.068967024,2213.7
3.5862,1.178883564,2213.79
3.5864,1.199736361,2213.88
3.5866,1.24779261,2213.97
3.5868,1.28178806,2214.06
3.587,1.287822397,2214.15
3.5872,1.287827199,2214.24
3.5874,1.258518661,2214.33
3.5876,1.38859883,2214.42
3.5878,1.308349384,2214.51
3.588,1.270050528,2214.6
3.5882,1.291088564,2214.69
3.5884,1.230488614,2214.78
3.5886,1.160200661,2214.87
3.5888,1.190085076,2214.96
3.589,1.122083168,2215.05
3.5892,1.021322783,2215.14
3.5894,1.057774829,2215.23
3.5896,1.016535181,2215.32
3.5898,0.9350356726,2215.41
3.59,0.8712538606,2215.5
3.5902,0.8863570125,2215.59
3.5904,0.8440419016,2215.68
3.5906,0.8071922107,2215.77
3.5908,0.7392434139,2215.86
3.591,0.6853699739,2215.95
3.5912,0.6528988308,2216.04
3.5914,0.6415064694,2216.13
3.5916,0.5811781603,2216.22
3.5918,0.6631200307,2216.31
3.592,0.5361313671,2216.4
3.5922,0.574844248,2216.49
3.5924,0.5203009687,2216.58
3.5926,0.5080723915,2216.67
3.5928,0.4761852304,2216.76
3.593,0.5299114701,2216.85
3.5932,0.3577630512,2216.94
3.5934,0.3963592827,2217.03
3.5936,0.4418114369,2217.12
3.5938,0.4700840024,2217.21
3.594,0.4101771272,2217.3
3.5942,0.4342199299,2217.39
3.5944,0.3601342859,2217.48
3.5946,0.3786881019,2217.57
3.5948,0.3313783831,2217.66
3.595,0.2676957945,2217.75
3.5952,0.3333623517,2217.84
3.5954,0.2537656677,2217.93
3.5956,0.2634740709,2218.02
3.5958,0.2626227657,2218.11
3.596,0.2218341224,2218.2
3.5962,0.1219728113,2218.29
3.5964,0.13539735,2218.38
3.5966,0.08632296951,2218.47
3.5968,0.06854432334,2218.56
3.597,0.08957702569,2218.65
3.5972,-0.01953216676,2218.74
3.5974,-0.1054465357,2218.83
3.5976,-0.0892813547,2218.92
3.5978,-0.05427111577,2219.01
3.598,-0.1716956217,2219.1
3.5982,-0.1418038766,2219.19
3.5984,-0.1932018779,2219.28
3.5986,-0.1444358572,2219.37
3.5988,-0.2210626275,2219.46
3.599,-0.3527910487,2219.55
3.5992,-0.2738755612,2219.64
3.5994,-0.3206350733,2219.73
3.5996,-0.2714923332,2219.82
3.5998,-0.3461644509,2219.91
3.6,-0.3582036616,2220
3.6002,-0.292688917,2220.09
3.6004,-0.3164987822,2220.18
3.6006,-0.3991100762,2220.27
3.6008,-0.4792013643,2220.36
3.601,-0.4011873606,2220.45
3.6012,-0.4843358922,2220.54
3.6014,-0.4385570968,2220.63
3.6016,-0.4689420369,2220.72
3.6018,-0.5029533478,2220.81
3.602,-0.5329060571,2220.9
3.6022,-0.5244742793,2220.99
3.6024,-0.445426815,2221.08
3.6026,-0.5689549663,2221.17
3.6028,-0.4764536722,2221.26
3.603,-0.6290320022,2221.35
3.6032,-0.5872975333,2221.44
3.6034,-0.7306356209,2221.53
3.6036,-0.6470128248,2221.62
3.6038,-0.7415600527,2221.71
3.604,-0.7917922,2221.8
3.6042,-0.8078267656,2221.89
3.6044,-0.8993389175,2221.98
3.6046,-0.9231108507,2222.07
3.6048,-0.9598317796,2222.16
3.605,-1.020461093,2222.25
3.6052,-1.120896171,2222.34
3.6054,-1.067729955,2222.43
3.6056,-1.155502378,2222.52
3.6058,-1.128010015,2222.61
3.606,-1.161780931,2222.7
3.6062,-1.228881155,2222.79
3.6064,-1.278618465,2222.88
3.6066,-1.282652909,2222.97
3.6068,-1.301502788,2223.06
3.607,-1.295947081,2223.15
3.6072,-1.277716361,2223.24
3.6074,-1.374458027,2223.33
3.6076,-1.320785163,2223.42
3.6078,-1.278500657,2223.51
3.608,-1.335659556,2223.6
3.6082,-1.131220207,2223.69
3.6084,-1.153984301,2223.78
3.6086,-1.003123525,2223.87
3.6088,-0.9634855327,2223.96
3.609,-0.8904780278,2224.05
3.6092,-0.8897671578,2224.14
3.6094,-0.8175364668,2224.23
3.6096,-0.629631786,2224.32
3.6098,-0.5619663523,2224.41
3.61,-0.4559846551,2224.5
3.6102,-0.3622303905,2224.59
3.6104,-0.1916390577,2224.68
3.6106,-0.1399172959,2224.77
3.6108,0.01418070193,2224.86
3.611,0.1154099509,2224.95
3.6112,0.1662329762,2225.04
3.6114,0.3523417101,2225.13
3.6116,0.4623454774,2225.22
3.6118,0.5636791751,2225.31
3.612,0.6322881595,2225.4
3.6122,0.7572291226,2225.49
3.6124,0.9058882982,2225.58
3.6126,0.9773498767,2225.67
3.6128,0.9773748517,2225.76
3.613,1.007633717,2225.85
3.6132,1.137777826,2225.94
3.6134,1.200930822,2226.03
3.6136,1.210922746,2226.12
3.6138,1.27741254,2226.21
3.614,1.298854865,2226.3
3.6142,1.336627196,2226.39
3.6144,1.251761309,2226.48
3.6146,1.309558115,2226.57
3.6148,1.28962439,2226.66
3.615,1.323188769,2226.75
3.6152,1.319914618,2226.84
3.6154,1.257273075,2226.93
3.6156,1.264709732,2227.02
3.6158,1.175884541,2227.11
3.616,1.103045752,2227.2
3.6162,1.131301254,2227.29
3.6164,1.00231954,2227.38
3.6166,0.9961268084,2227.47
3.6168,0.9958388217,2227.56
3.617,0.9255214128,2227.65
3.6172,0.8845956379,2227.74
3.6174,0.79528135,2227.83
3.6176,0.7326823283,2227.92
3.6178,0.7098637396,2228.01
3.618,0.6775843299,2228.1
3.6182,0.7181469832,2228.19
3.6184,0.6478212674,2228.28
3.6186,0.5945980854,2228.37
3.6188,0.5041768411,2228.46
3.619,0.4729765101,2228.55
3.6192,0.5817451504,2228.64
3.6194,0.535775064,2228.73
3.6196,0.4743731447,2228.82
3.6198,0.5034884492,2228.91
3.62,0.4570900217,2229
3.6202,0.3581761346,2229.09
3.6204,0.4209184593,2229.18
3.6206,0.4224021702,2229.27
3.6208,0.3805647787,2229.36
3.621,0.4190820365,2229.45
3.6212,0.3762068022,2229.54
3.6214,0.3852228248,2229.63
3.6216,0.3273552655,2229.72
3.6218,0.3279336374,2229.81
3.622,0.2947850112,2229.9
3.6222,0.2796314112,2229.99
3.6224,0.3017071512,2230.08
3.6226,0.1805414123,2230.17
3.6228,0.2399876253,2230.26
3.623,0.2528042948,2230.35
3.6232,0.2087482083,2230.44
3.6234,0.1152549425,2230.53
3.6236,0.07105922414,2230.62
3.6238,0.1006793208,2230.71
3.624,0.0515608321,2230.8
3.6242,-0.01488710563,2230.89
3.6244,-0.02471360042,2230.98
3.6246,-0.06912089571,2231.07
3.6248,-0.07035906924,2231.16
3.625,-0.07398709994,2231.25
3.6252,-0.2033225932,2231.34
3.6254,-0.1801268123,2231.43
3.6256,-0.2123467017,2231.52
3.6258,-0.2948878483,2231.61
3.626,-0.2125663147,2231.7
3.6262,-0.2220070532,2231.79
3.6264,-0.2770478833,2231.88
3.6266,-0.2606520128,2231.97
3.6268,-0.4200608887,2232.06
3.627,-0.3212798695,2232.15
3.6272,-0.3630241479,2232.24
3.6274,-0.3883985607,2232.33
3.6276,-0.419444308,2232.42
3.6278,-0.3901298345,2232.51
3.628,-0.4579624493,2232.6
3.6282,-0.4673840158,2232.69
3.6284,-0.4281578264,2232.78
3.6286,-0.4436673406,2232.87
3.6288,-0.4505779278,2232.96
3.629,-0.4873585774,2233.05
3.6292,-0.5015804775,2233.14
3.6294,-0.5706796379,2233.23
3.6296,-0.5470186005,2233.32
3.6298,-0.6176039354,2233.41
3.63,-0.5834227304,2233.5
3.6302,-0.6449159744,2233.59
3.6304,-0.6592993853,2233.68
3.6306,-0.721691463,2233.77
3.6308,-0.768219405,2233.86
3.631,-0.8324969168,2233.95
3.6312,-0.8415085686,2234.04
3.6314,-0.9259939759,2234.13
3.6316,-0.9418342394,2234.22
3.6318,-1.017041742,2234.31
3.632,-0.9553110082,2234.4
3.6322,-1.043012023,2234.49
3.6324,-1.082282291,2234.58
3.6326,-1.12934212,2234.67
3.6328,-1.180778983,2234.76
3.633,-1.137031543,2234.85
3.6332,-1.229635331,2234.94
3.6334,-1.342604014,2235.03
3.6336,-1.31476193,2235.12
3.6338,-1.303009216,2235.21
3.634,-1.257729046,2235.3
3.6342,-1.346019918,2235.39
3.6344,-1.409909938,2235.48
3.6346,-1.262597757,2235.57
3.6348,-1.183984865,2235.66
3.635,-1.187052053,2235.75
3.6352,-1.229638963,2235.84
3.6354,-1.112635546,2235.93
3.6356,-1.049177096,2236.02
3.6358,-0.965028612,2236.11
3.636,-0.8766803098,2236.2
3.6362,-0.7868666169,2236.29
3.6364,-0.718330156,2236.38
3.6366,-0.5285878334,2236.47
3.6368,-0.505889938,2236.56
3.637,-0.3685390213,2236.65
3.6372,-0.3219083593,2236.74
3.6374,-0.1445591184,2236.83
3.6376,-0.06256850311,2236.92
3.6378,0.06837836797,2237.01
3.638,0.175868161,2237.1
3.6382,0.3076634462,2237.19
3.6384,0.3997564262,2237.28
3.6386,0.5067099019,2237.37
3.6388,0.6642990968,2237.46
3.639,0.7196266429,2237.55
3.6392,0.8445320858,2237.64
3.6394,0.9462865993,2237.73
3.6396,0.8996620221,2237.82
3.6398,1.047097906,2237.91
3.64,1.103260345,2238
3.6402,1.12312244,2238.09
3.6404,1.173116725,2238.18
3.6406,1.29898523,2238.27
3.6408,1.270532099,2238.36
3.641,1.360333978,2238.45
3.6412,1.334002419,2238.54
3.6414,1.307977152,2238.63
3.6416,1.261126938,2238.72
